year,source_target,neighbor_target,similarity_score,rank
2016,2016_tarov1601477736,2016_tarov1909461742,0.4447612166404724,1
2016,2016_tarov1601477736,2016_tarov1907175644,0.4265458583831787,2
2016,2016_tarov1601477736,2016_tarov1907104850,0.41781678795814514,3
2016,2016_tarov1601477736,2016_tarov1909506221,0.41760677099227905,4
2016,2016_tarov1601477736,2016_tarov1907130395,0.4054000973701477,5
2016,2016_tarov1601477736,2016_tarov1907129494,0.403472900390625,6
2016,2016_tarov1601477736,2016_tarov1907184039,0.3958198130130768,7
2016,2016_tarov1601477736,2016_tarov1909229748,0.3945991098880768,8
2016,2016_tarov1601477736,2016_tarov1909480674,0.3889985680580139,9
2016,2016_tarov1601477736,2016_tarov1909412445,0.38702380657196045,10
2016,2016_tarov1907072164,2016_tarov1909432288,0.7744162082672119,1
2016,2016_tarov1907072164,2016_tarov1909431627,0.7723444700241089,2
2016,2016_tarov1907072164,2016_tarov1909468536,0.7653484344482422,3
2016,2016_tarov1907072164,2016_tarov1909430501,0.7622537016868591,4
2016,2016_tarov1907072164,2016_tarov1909428463,0.7576848864555359,5
2016,2016_tarov1907072164,2016_tarov1907188764,0.6234542727470398,6
2016,2016_tarov1907072164,2016_tarov1909505931,0.6171485781669617,7
2016,2016_tarov1907072164,2016_tarov1907173612,0.615428626537323,8
2016,2016_tarov1907072164,2016_tarov1943190747,0.5950525403022766,9
2016,2016_tarov1907072164,2016_tarov1909425427,0.5738144516944885,10
2016,2016_tarov1907076619,2016_tarov1941363981,0.45530077815055847,1
2016,2016_tarov1907076619,2016_tarov1907153525,0.4452829658985138,2
2016,2016_tarov1907076619,2016_tarov1943027140,0.4444707930088043,3
2016,2016_tarov1907076619,2016_tarov1909440268,0.4393830895423889,4
2016,2016_tarov1907076619,2016_tarov1907150968,0.43170973658561707,5
2016,2016_tarov1907076619,2016_tarov1907177950,0.4007602632045746,6
2016,2016_tarov1907076619,2016_tarov1907169983,0.400513231754303,7
2016,2016_tarov1907076619,2016_tarov1907154370,0.3991893529891968,8
2016,2016_tarov1907076619,2016_tarov1909527292,0.3982033133506775,9
2016,2016_tarov1907076619,2016_tarov1907148171,0.39567914605140686,10
2016,2016_tarov1907095136,2016_tarov1907136556,0.5253997445106506,1
2016,2016_tarov1907095136,2016_tarov1907180285,0.5251823663711548,2
2016,2016_tarov1907095136,2016_tarov1909451703,0.5193831920623779,3
2016,2016_tarov1907095136,2016_tarov1907154305,0.5029371976852417,4
2016,2016_tarov1907095136,2016_tarov1909450701,0.4975791573524475,5
2016,2016_tarov1907095136,2016_tarov1909445372,0.49373194575309753,6
2016,2016_tarov1907095136,2016_tarov1907169809,0.4931087791919708,7
2016,2016_tarov1907095136,2016_tarov1907137875,0.4858580529689789,8
2016,2016_tarov1907095136,2016_tarov1909396148,0.4749410152435303,9
2016,2016_tarov1907095136,2016_tarov1907161997,0.4725898802280426,10
2016,2016_tarov1907101123,2016_tarov1907183790,0.6573939919471741,1
2016,2016_tarov1907101123,2016_tarov1907147504,0.6135303974151611,2
2016,2016_tarov1907101123,2016_tarov1907184755,0.611636757850647,3
2016,2016_tarov1907101123,2016_tarov1907164647,0.6092808246612549,4
2016,2016_tarov1907101123,2016_tarov1907184764,0.6074288487434387,5
2016,2016_tarov1907101123,2016_tarov1907150910,0.6064000725746155,6
2016,2016_tarov1907101123,2016_tarov1907167262,0.6017153859138489,7
2016,2016_tarov1907101123,2016_tarov1907147104,0.5987328290939331,8
2016,2016_tarov1907101123,2016_tarov1909505512,0.5957201719284058,9
2016,2016_tarov1907101123,2016_tarov1907164855,0.5955255627632141,10
2016,2016_tarov1907104850,2016_tarov1909438443,0.6741071939468384,1
2016,2016_tarov1907104850,2016_tarov1907160605,0.6241095662117004,2
2016,2016_tarov1907104850,2016_tarov1907180229,0.5853483080863953,3
2016,2016_tarov1907104850,2016_tarov1939001376,0.5812885761260986,4
2016,2016_tarov1907104850,2016_tarov1907157480,0.5755758285522461,5
2016,2016_tarov1907104850,2016_tarov1909492711,0.5385879278182983,6
2016,2016_tarov1907104850,2016_tarov1909453568,0.5375288128852844,7
2016,2016_tarov1907104850,2016_tarov1909444314,0.529492199420929,8
2016,2016_tarov1907104850,2016_tarov1909424777,0.5210864543914795,9
2016,2016_tarov1907104850,2016_tarov1907125541,0.48263952136039734,10
2016,2016_tarov1907108595,2016_tarov1907162045,0.7295891046524048,1
2016,2016_tarov1907108595,2016_tarov1909448527,0.70991051197052,2
2016,2016_tarov1907108595,2016_tarov1909267881,0.6834716200828552,3
2016,2016_tarov1907108595,2016_tarov1909447455,0.6774464845657349,4
2016,2016_tarov1907108595,2016_tarov1909403582,0.6746809482574463,5
2016,2016_tarov1907108595,2016_tarov1909490764,0.6628307700157166,6
2016,2016_tarov1907108595,2016_tarov1909429413,0.657053530216217,7
2016,2016_tarov1907108595,2016_tarov1909432966,0.6478314995765686,8
2016,2016_tarov1907108595,2016_tarov1909441254,0.647226870059967,9
2016,2016_tarov1907108595,2016_tarov1909120413,0.6352024674415588,10
2016,2016_tarov1907111446,2016_tarov1907151333,0.6444422602653503,1
2016,2016_tarov1907111446,2016_tarov1907158074,0.6235567331314087,2
2016,2016_tarov1907111446,2016_tarov1907174107,0.5834075212478638,3
2016,2016_tarov1907111446,2016_tarov1907217119,0.5704524517059326,4
2016,2016_tarov1907111446,2016_tarov1907137497,0.5488319396972656,5
2016,2016_tarov1907111446,2016_tarov1907181374,0.5441957116127014,6
2016,2016_tarov1907111446,2016_tarov1909411669,0.5416730046272278,7
2016,2016_tarov1907111446,2016_tarov1907189380,0.538202166557312,8
2016,2016_tarov1907111446,2016_tarov1909502840,0.5317273736000061,9
2016,2016_tarov1907111446,2016_tarov1909209338,0.5314077138900757,10
2016,2016_tarov1907112148,2016_tarov1907176499,0.5218865871429443,1
2016,2016_tarov1907112148,2016_tarov1907150322,0.48725104331970215,2
2016,2016_tarov1907112148,2016_tarov1909404424,0.4739658534526825,3
2016,2016_tarov1907112148,2016_tarov1907181839,0.4692743122577667,4
2016,2016_tarov1907112148,2016_tarov1907135425,0.46806228160858154,5
2016,2016_tarov1907112148,2016_tarov1907136963,0.4669131934642792,6
2016,2016_tarov1907112148,2016_tarov1907136603,0.46055513620376587,7
2016,2016_tarov1907112148,2016_tarov1907162877,0.45915085077285767,8
2016,2016_tarov1907112148,2016_tarov1907148627,0.4582745432853699,9
2016,2016_tarov1907112148,2016_tarov1907141732,0.4516865611076355,10
2016,2016_tarov1907114899,2016_tarov1907171231,0.5656962990760803,1
2016,2016_tarov1907114899,2016_tarov1907143691,0.49311789870262146,2
2016,2016_tarov1907114899,2016_tarov1907148984,0.4873238503932953,3
2016,2016_tarov1907114899,2016_tarov1909443503,0.44894710183143616,4
2016,2016_tarov1907114899,2016_tarov1909480696,0.4307872951030731,5
2016,2016_tarov1907114899,2016_tarov1909408225,0.4267162084579468,6
2016,2016_tarov1907114899,2016_tarov1907149180,0.4169875681400299,7
2016,2016_tarov1907114899,2016_tarov1907148986,0.41516077518463135,8
2016,2016_tarov1907114899,2016_tarov1907159003,0.4028138518333435,9
2016,2016_tarov1907114899,2016_tarov1909400272,0.3894279897212982,10
2016,2016_tarov1907118510,2016_tarov1909478748,0.5467550754547119,1
2016,2016_tarov1907118510,2016_tarov1909419846,0.5137354731559753,2
2016,2016_tarov1907118510,2016_tarov1907188666,0.4761407971382141,3
2016,2016_tarov1907118510,2016_tarov1907174812,0.4253547787666321,4
2016,2016_tarov1907118510,2016_tarov1907131365,0.40949442982673645,5
2016,2016_tarov1907118510,2016_tarov1907141732,0.4070093333721161,6
2016,2016_tarov1907118510,2016_tarov1907185045,0.38966959714889526,7
2016,2016_tarov1907118510,2016_tarov1907179279,0.3881867229938507,8
2016,2016_tarov1907118510,2016_tarov1909416368,0.3879399001598358,9
2016,2016_tarov1907118510,2016_tarov1907186508,0.38346707820892334,10
2016,2016_tarov1907119317,2016_tarov1907136094,0.9506654143333435,1
2016,2016_tarov1907119317,2016_tarov1907212106,0.9372827410697937,2
2016,2016_tarov1907119317,2016_tarov1907186803,0.8576806783676147,3
2016,2016_tarov1907119317,2016_tarov1907180367,0.8270397186279297,4
2016,2016_tarov1907119317,2016_tarov1907152520,0.7931139469146729,5
2016,2016_tarov1907119317,2016_tarov1907178006,0.7887810468673706,6
2016,2016_tarov1907119317,2016_tarov1907173331,0.7647180557250977,7
2016,2016_tarov1907119317,2016_tarov1907170969,0.7065344452857971,8
2016,2016_tarov1907119317,2016_tarov1907189175,0.642012357711792,9
2016,2016_tarov1907119317,2016_tarov1907158030,0.5843253135681152,10
2016,2016_tarov1907120573,2016_tarov1907188210,0.521873414516449,1
2016,2016_tarov1907120573,2016_tarov1907164131,0.5124980807304382,2
2016,2016_tarov1907120573,2016_tarov1909399456,0.5071014761924744,3
2016,2016_tarov1907120573,2016_tarov1939003034,0.5018294453620911,4
2016,2016_tarov1907120573,2016_tarov1907140046,0.4696751534938812,5
2016,2016_tarov1907120573,2016_tarov1907154947,0.46696189045906067,6
2016,2016_tarov1907120573,2016_tarov1941408983,0.4434957802295685,7
2016,2016_tarov1907120573,2016_tarov1907156271,0.4399295747280121,8
2016,2016_tarov1907120573,2016_tarov1907174701,0.43828919529914856,9
2016,2016_tarov1907120573,2016_tarov1907183378,0.42935577034950256,10
2016,2016_tarov1907125541,2016_tarov1939000637,0.5722748637199402,1
2016,2016_tarov1907125541,2016_tarov1907164475,0.5682244896888733,2
2016,2016_tarov1907125541,2016_tarov1907171465,0.5519893169403076,3
2016,2016_tarov1907125541,2016_tarov1907180097,0.5483181476593018,4
2016,2016_tarov1907125541,2016_tarov1907140926,0.5458292365074158,5
2016,2016_tarov1907125541,2016_tarov1907181832,0.5347698926925659,6
2016,2016_tarov1907125541,2016_tarov1907186751,0.5140844583511353,7
2016,2016_tarov1907125541,2016_tarov1941288843,0.5112321972846985,8
2016,2016_tarov1907125541,2016_tarov1939001376,0.5069637894630432,9
2016,2016_tarov1907125541,2016_tarov1907187368,0.5021330118179321,10
2016,2016_tarov1907129494,2016_tarov1907182168,0.5226812362670898,1
2016,2016_tarov1907129494,2016_tarov1907154331,0.5070370435714722,2
2016,2016_tarov1907129494,2016_tarov1909447348,0.5017057657241821,3
2016,2016_tarov1907129494,2016_tarov1907170974,0.49596020579338074,4
2016,2016_tarov1907129494,2016_tarov1909393815,0.4866042733192444,5
2016,2016_tarov1907129494,2016_tarov1907186901,0.4694252908229828,6
2016,2016_tarov1907129494,2016_tarov1907156067,0.4671500027179718,7
2016,2016_tarov1907129494,2016_tarov1907171565,0.4537416398525238,8
2016,2016_tarov1907129494,2016_tarov1909402302,0.4475674331188202,9
2016,2016_tarov1907129494,2016_tarov1907177899,0.44313672184944153,10
2016,2016_tarov1907130243,2016_tarov1907158838,0.7081578373908997,1
2016,2016_tarov1907130243,2016_tarov1909503321,0.6794818043708801,2
2016,2016_tarov1907130243,2016_tarov1907169614,0.6090227961540222,3
2016,2016_tarov1907130243,2016_tarov1907162279,0.6052602529525757,4
2016,2016_tarov1907130243,2016_tarov1907181650,0.583600640296936,5
2016,2016_tarov1907130243,2016_tarov1907159607,0.5772249698638916,6
2016,2016_tarov1907130243,2016_tarov1907155259,0.5717536211013794,7
2016,2016_tarov1907130243,2016_tarov1943125856,0.5594960451126099,8
2016,2016_tarov1907130243,2016_tarov1907168278,0.5497723817825317,9
2016,2016_tarov1907130243,2016_tarov1907139432,0.5438666343688965,10
2016,2016_tarov1907130395,2016_tarov1909420368,0.5080798268318176,1
2016,2016_tarov1907130395,2016_tarov1907185109,0.5063185095787048,2
2016,2016_tarov1907130395,2016_tarov1909511758,0.4899047613143921,3
2016,2016_tarov1907130395,2016_tarov1907146028,0.4760928452014923,4
2016,2016_tarov1907130395,2016_tarov1907146986,0.466214120388031,5
2016,2016_tarov1907130395,2016_tarov1907187030,0.46372440457344055,6
2016,2016_tarov1907130395,2016_tarov1907141732,0.4628041088581085,7
2016,2016_tarov1907130395,2016_tarov1907154321,0.4614912271499634,8
2016,2016_tarov1907130395,2016_tarov1909476381,0.46027928590774536,9
