source,target,similarity
1998_tardes104665,1998_tardes104810,0.19999999999999998
1998_tardes104665,1998_tardes104844,0.25819888974716115
1998_tardes104665,1998_tardes105340,0.25819888974716115
1998_tardes104665,1998_tardes105710,0.19999999999999998
1998_tardes104665,1998_tardes105969,0.1414213562373095
1998_tardes104665,1998_tardes105979,0.1690308509457033
1998_tardes104665,1998_tardes106009,0.25819888974716115
1998_tardes104665,1998_tardes106341,0.19999999999999998
1998_tardes104665,1998_tardes106513,0.1690308509457033
1998_tardes104665,1998_tardes106570,0.25819888974716115
1998_tardes104665,1998_tardes107355,0.19999999999999998
1998_tardes104665,1998_tardes107485,0.1690308509457033
1998_tardes104665,1998_tardes107620,0.19999999999999998
1998_tardes104665,1998_tardes108373,0.19999999999999998
1998_tardes104665,1998_tardes108652,0.19999999999999998
1998_tardes104665,1998_tardes109033,0.25819888974716115
1998_tardes104665,1998_tardes109287,0.12403473458920845
1998_tardes104665,1998_tardes109297,0.25819888974716115
1998_tardes104665,1998_tardes109369,0.15811388300841894
1998_tardes104665,1998_tardes109378,0.15811388300841894
1998_tardes104665,1998_tardes109379,0.19999999999999998
1998_tardes104665,1998_tardes109439,0.25819888974716115
1998_tardes104665,1998_tardes109674,0.19999999999999998
1998_tardes104665,1998_tardes110003,0.14907119849998596
1998_tardes104665,1998_tardes110372,0.14907119849998596
1998_tardes104665,1998_tardes110383,0.25819888974716115
1998_tardes104665,1998_tardes110634,0.1690308509457033
1998_tardes104665,1998_tardes110736,0.25819888974716115
1998_tardes104665,1998_tardes111237,0.4472135954999579
1998_tardes104665,1998_tardes111266,0.14907119849998596
1998_tardes104665,1998_tardes111352,0.14907119849998596
1998_tardes104665,1998_tardes112069,0.25819888974716115
1998_tardes104665,1998_tardes162083,0.11180339887498948
1998_tardes104665,1998_tardes163557,0.25819888974716115
1998_tardes104665,1998_tardes163753,0.1025978352085154
1998_tardes104665,1998_tardes167016,0.25819888974716115
1998_tardes104665,1998_tardes167246,0.25819888974716115
1998_tardes104665,1998_tardes169866,0.1690308509457033
1998_tardes104665,1998_tardes170737,0.25819888974716115
1998_tardes104665,1998_tardes171262,0.19999999999999998
1998_tardes104665,1998_tardes178359,0.14907119849998596
1998_tardes104665,1998_tardes182527,0.13483997249264842
1998_tardes104665,1998_tardes1909125667,0.18257418583505539
1998_tardes104665,1998_tardes1941515432,0.15811388300841894
1998_tardes104665,1998_tardes1941630873,0.25819888974716115
1998_tardes104665,1998_tardes1943265882,0.14907119849998596
1998_tardes104665,1998_tardes34346,0.1690308509457033
1998_tardes104665,1998_tardes34378,0.1690308509457033
1998_tardes104665,1998_tardes35003,0.19999999999999998
1998_tardes104665,1998_tardes35100,0.14907119849998596
1998_tardes104665,1998_tardes35170,0.25819888974716115
1998_tardes104665,1998_tardes35707,0.19999999999999998
1998_tardes104665,1998_tardes35803,0.19999999999999998
1998_tardes104665,1998_tardes36495,0.19999999999999998
1998_tardes104665,1998_tardes37167,0.10540925533894599
1998_tardes104665,1998_tardes37458,0.19999999999999998
1998_tardes104665,1998_tardes38304,0.25819888974716115
1998_tardes104665,1998_tardes38707,0.1690308509457033
1998_tardes104665,1998_tardes38752,0.25819888974716115
1998_tardes104665,1998_tardes38767,0.25819888974716115
1998_tardes104665,1998_tardes38794,0.10846522890932808
1998_tardes104665,1998_tardes38993,0.19999999999999998
1998_tardes104665,1998_tardes40175,0.19999999999999998
1998_tardes104665,1998_tardes40411,0.1690308509457033
1998_tardes104665,1998_tardes42214,0.1690308509457033
1998_tardes104665,1998_tardes67232,0.1690308509457033
1998_tardes104665,1998_tardes70509,0.12909944487358058
1998_tardes104665,1998_tardes90335,0.25819888974716115
1998_tardes104665,1998_tardes92057,0.9999999999999999
1998_tardes104665,1998_tardes92065,0.25819888974716115
1998_tardes104695,1998_tardes104705,0.2182178902359924
1998_tardes104695,1998_tardes104816,0.25819888974716115
1998_tardes104695,1998_tardes104853,0.16012815380508716
1998_tardes104695,1998_tardes104870,0.25819888974716115
1998_tardes104695,1998_tardes105199,0.25819888974716115
1998_tardes104695,1998_tardes105314,0.25819888974716115
1998_tardes104695,1998_tardes105589,0.2182178902359924
1998_tardes104695,1998_tardes105590,0.25819888974716115
1998_tardes104695,1998_tardes105592,0.3333333333333334
1998_tardes104695,1998_tardes105660,0.3333333333333334
1998_tardes104695,1998_tardes105680,0.2182178902359924
1998_tardes104695,1998_tardes105684,0.2182178902359924
1998_tardes104695,1998_tardes105691,0.2182178902359924
1998_tardes104695,1998_tardes105731,0.25819888974716115
1998_tardes104695,1998_tardes105739,0.25819888974716115
1998_tardes104695,1998_tardes105875,0.2182178902359924
1998_tardes104695,1998_tardes106002,0.3333333333333334
1998_tardes104695,1998_tardes106088,0.15430334996209194
1998_tardes104695,1998_tardes106176,0.19245008972987526
1998_tardes104695,1998_tardes106572,0.25819888974716115
1998_tardes104695,1998_tardes106769,0.2182178902359924
1998_tardes104695,1998_tardes107235,0.3333333333333334
1998_tardes104695,1998_tardes107491,0.2182178902359924
1998_tardes104695,1998_tardes107647,0.25819888974716115
1998_tardes104695,1998_tardes107859,0.2886751345948129
1998_tardes104695,1998_tardes107964,0.1825741858350554
1998_tardes104695,1998_tardes107968,0.2182178902359924
1998_tardes104695,1998_tardes108004,0.19245008972987526
1998_tardes104695,1998_tardes108395,0.25819888974716115
1998_tardes104695,1998_tardes108610,0.3333333333333334
1998_tardes104695,1998_tardes108639,0.25819888974716115
1998_tardes104695,1998_tardes108863,0.15430334996209194
1998_tardes104695,1998_tardes109045,0.2041241452319315
1998_tardes104695,1998_tardes109111,0.2182178902359924
1998_tardes104695,1998_tardes109273,0.2182178902359924
1998_tardes104695,1998_tardes109274,0.3333333333333334
1998_tardes104695,1998_tardes109293,0.19245008972987526
1998_tardes104695,1998_tardes109393,0.12598815766974242
1998_tardes104695,1998_tardes109449,0.2182178902359924
1998_tardes104695,1998_tardes109486,0.2182178902359924
1998_tardes104695,1998_tardes109490,0.3333333333333334
1998_tardes104695,1998_tardes109702,0.19245008972987526
1998_tardes104695,1998_tardes109709,0.19245008972987526
1998_tardes104695,1998_tardes109712,0.19245008972987526
1998_tardes104695,1998_tardes110157,0.3333333333333334
1998_tardes104695,1998_tardes110372,0.19245008972987526
1998_tardes104695,1998_tardes110623,0.25819888974716115
1998_tardes104695,1998_tardes110763,0.25819888974716115
1998_tardes104695,1998_tardes110866,0.2182178902359924
1998_tardes104695,1998_tardes110911,0.17407765595569785
1998_tardes104695,1998_tardes111266,0.19245008972987526
1998_tardes104695,1998_tardes111271,0.25819888974716115
1998_tardes104695,1998_tardes111364,0.14907119849998599
1998_tardes104695,1998_tardes111383,0.25819888974716115
1998_tardes104695,1998_tardes111391,0.3333333333333334
1998_tardes104695,1998_tardes111550,0.3333333333333334
1998_tardes104695,1998_tardes112374,0.1825741858350554
1998_tardes104695,1998_tardes112527,0.3333333333333334
1998_tardes104695,1998_tardes112532,0.3333333333333334
1998_tardes104695,1998_tardes112541,0.3333333333333334
1998_tardes104695,1998_tardes141893,0.3333333333333334
1998_tardes104695,1998_tardes158700,0.19245008972987526
1998_tardes104695,1998_tardes159057,0.3333333333333334
1998_tardes104695,1998_tardes160513,0.16012815380508716
1998_tardes104695,1998_tardes161410,0.2182178902359924
1998_tardes104695,1998_tardes161590,0.2182178902359924
1998_tardes104695,1998_tardes163753,0.13245323570650439
1998_tardes104695,1998_tardes164068,0.3333333333333334
1998_tardes104695,1998_tardes164496,0.140028008402801
1998_tardes104695,1998_tardes1647005540,0.2182178902359924
1998_tardes104695,1998_tardes171114,0.2041241452319315
1998_tardes104695,1998_tardes177734,0.19245008972987526
1998_tardes104695,1998_tardes1909253945,0.2182178902359924
1998_tardes104695,1998_tardes227853,0.2182178902359924
1998_tardes104695,1998_tardes228665,0.2041241452319315
1998_tardes104695,1998_tardes229192,0.1091089451179962
1998_tardes104695,1998_tardes234239,0.2041241452319315
1998_tardes104695,1998_tardes33853,0.3333333333333334
1998_tardes104695,1998_tardes33893,0.2041241452319315
1998_tardes104695,1998_tardes34402,0.2182178902359924
1998_tardes104695,1998_tardes34719,0.2182178902359924
1998_tardes104695,1998_tardes34898,0.25819888974716115
1998_tardes104695,1998_tardes35486,0.25819888974716115
1998_tardes104695,1998_tardes35487,0.3333333333333334
1998_tardes104695,1998_tardes35511,0.25819888974716115
1998_tardes104695,1998_tardes35837,0.25819888974716115
1998_tardes104695,1998_tardes35993,0.25819888974716115
1998_tardes104695,1998_tardes36150,0.25819888974716115
1998_tardes104695,1998_tardes36360,0.25819888974716115
1998_tardes104695,1998_tardes36377,0.2886751345948129
1998_tardes104695,1998_tardes36916,0.2886751345948129
1998_tardes104695,1998_tardes36924,0.25819888974716115
1998_tardes104695,1998_tardes37123,0.2182178902359924
1998_tardes104695,1998_tardes37167,0.13608276348795437
1998_tardes104695,1998_tardes37327,0.25819888974716115
1998_tardes104695,1998_tardes37395,0.2357022603955159
1998_tardes104695,1998_tardes37458,0.25819888974716115
1998_tardes104695,1998_tardes37465,0.2041241452319315
1998_tardes104695,1998_tardes37476,0.13608276348795437
1998_tardes104695,1998_tardes37822,0.3333333333333334
1998_tardes104695,1998_tardes37931,0.2182178902359924
1998_tardes104695,1998_tardes37962,0.3333333333333334
1998_tardes104695,1998_tardes38523,0.3333333333333334
1998_tardes104695,1998_tardes38566,0.25819888974716115
1998_tardes104695,1998_tardes39002,0.3333333333333334
1998_tardes104695,1998_tardes39391,0.25819888974716115
1998_tardes104695,1998_tardes39634,0.3333333333333334
1998_tardes104695,1998_tardes39762,0.25819888974716115
1998_tardes104695,1998_tardes39909,0.3333333333333334
1998_tardes104695,1998_tardes40312,0.19245008972987526
1998_tardes104695,1998_tardes40414,0.17407765595569785
1998_tardes104695,1998_tardes41499,0.19245008972987526
1998_tardes104695,1998_tardes42557,0.3333333333333334
1998_tardes104695,1998_tardes44832,0.2182178902359924
1998_tardes104695,1998_tardes47886,0.3333333333333334
1998_tardes104695,1998_tardes60774,0.25819888974716115
1998_tardes104695,1998_tardes60781,0.1825741858350554
1998_tardes104695,1998_tardes61147,0.140028008402801
1998_tardes104695,1998_tardes651594,0.12598815766974242
1998_tardes104695,1998_tardes66794,0.19245008972987526
1998_tardes104695,1998_tardes67509,0.140028008402801
1998_tardes104695,1998_tardes67583,0.2886751345948129
1998_tardes104695,1998_tardes68008,0.17407765595569785
1998_tardes104695,1998_tardes68310,0.19245008972987526
1998_tardes104695,1998_tardes69037,0.16012815380508716
1998_tardes104695,1998_tardes70064,0.2182178902359924
1998_tardes104695,1998_tardes70438,0.12598815766974242
1998_tardes104695,1998_tardes85500,0.14907119849998599
1998_tardes104695,1998_tardes86339,0.17407765595569785
1998_tardes104695,1998_tardes89749,0.1666666666666667
1998_tardes104695,1998_tardes89928,0.2182178902359924
1998_tardes104695,1998_tardes90357,0.15430334996209194
1998_tardes104695,1998_tardes92058,0.2182178902359924
1998_tardes104705,1998_tardes104816,0.1690308509457033
1998_tardes104705,1998_tardes104853,0.10482848367219183
1998_tardes104705,1998_tardes104870,0.1690308509457033
1998_tardes104705,1998_tardes105199,0.1690308509457033
1998_tardes104705,1998_tardes105314,0.1690308509457033
1998_tardes104705,1998_tardes105589,0.14285714285714282
1998_tardes104705,1998_tardes105590,0.1690308509457033
1998_tardes104705,1998_tardes105592,0.2182178902359924
1998_tardes104705,1998_tardes105660,0.2182178902359924
1998_tardes104705,1998_tardes105680,0.14285714285714282
1998_tardes104705,1998_tardes105684,0.14285714285714282
1998_tardes104705,1998_tardes105691,0.14285714285714282
1998_tardes104705,1998_tardes105731,0.1690308509457033
1998_tardes104705,1998_tardes105739,0.1690308509457033
1998_tardes104705,1998_tardes105875,0.14285714285714282
1998_tardes104705,1998_tardes106002,0.2182178902359924
1998_tardes104705,1998_tardes106088,0.10101525445522107
1998_tardes104705,1998_tardes106176,0.1259881576697424
1998_tardes104705,1998_tardes106572,0.1690308509457033
1998_tardes104705,1998_tardes106769,0.14285714285714282
1998_tardes104705,1998_tardes107235,0.2182178902359924
1998_tardes104705,1998_tardes107491,0.14285714285714282
1998_tardes104705,1998_tardes107647,0.1690308509457033
1998_tardes104705,1998_tardes107657,0.1649572197684645
1998_tardes104705,1998_tardes107859,0.1889822365046136
1998_tardes104705,1998_tardes107964,0.11952286093343936
1998_tardes104705,1998_tardes107968,0.14285714285714282
1998_tardes104705,1998_tardes108004,0.1259881576697424
1998_tardes104705,1998_tardes108395,0.1690308509457033
1998_tardes104705,1998_tardes108610,0.2182178902359924
1998_tardes104705,1998_tardes108639,0.1690308509457033
1998_tardes104705,1998_tardes108863,0.20203050891044214
1998_tardes104705,1998_tardes109045,0.13363062095621217
1998_tardes104705,1998_tardes109111,0.14285714285714282
1998_tardes104705,1998_tardes109273,0.14285714285714282
1998_tardes104705,1998_tardes109274,0.2182178902359924
1998_tardes104705,1998_tardes109287,0.10482848367219183
1998_tardes104705,1998_tardes109293,0.1259881576697424
1998_tardes104705,1998_tardes109436,0.1690308509457033
1998_tardes104705,1998_tardes109449,0.14285714285714282
1998_tardes104705,1998_tardes109486,0.14285714285714282
1998_tardes104705,1998_tardes109490,0.2182178902359924
1998_tardes104705,1998_tardes109702,0.1259881576697424
1998_tardes104705,1998_tardes109709,0.1259881576697424
1998_tardes104705,1998_tardes109712,0.1259881576697424
1998_tardes104705,1998_tardes110157,0.2182178902359924
1998_tardes104705,1998_tardes110372,0.1259881576697424
1998_tardes104705,1998_tardes110623,0.1690308509457033
1998_tardes104705,1998_tardes110763,0.1690308509457033
1998_tardes104705,1998_tardes110866,0.14285714285714282
1998_tardes104705,1998_tardes110911,0.11396057645963795
1998_tardes104705,1998_tardes111266,0.1259881576697424
1998_tardes104705,1998_tardes111271,0.1690308509457033
1998_tardes104705,1998_tardes111383,0.1690308509457033
1998_tardes104705,1998_tardes111391,0.2182178902359924
1998_tardes104705,1998_tardes111550,0.2182178902359924
1998_tardes104705,1998_tardes112374,0.11952286093343936
1998_tardes104705,1998_tardes112527,0.2182178902359924
1998_tardes104705,1998_tardes112532,0.2182178902359924
1998_tardes104705,1998_tardes112541,0.2182178902359924
1998_tardes104705,1998_tardes141893,0.2182178902359924
1998_tardes104705,1998_tardes158700,0.1259881576697424
1998_tardes104705,1998_tardes159057,0.2182178902359924
1998_tardes104705,1998_tardes160513,0.10482848367219183
1998_tardes104705,1998_tardes161410,0.14285714285714282
1998_tardes104705,1998_tardes161590,0.14285714285714282
1998_tardes104705,1998_tardes164068,0.2182178902359924
1998_tardes104705,1998_tardes1647005540,0.14285714285714282
1998_tardes104705,1998_tardes171114,0.13363062095621217
1998_tardes104705,1998_tardes177734,0.1259881576697424
1998_tardes104705,1998_tardes182527,0.11396057645963795
1998_tardes104705,1998_tardes1909253945,0.14285714285714282
1998_tardes104705,1998_tardes227853,0.14285714285714282
1998_tardes104705,1998_tardes228665,0.13363062095621217
1998_tardes104705,1998_tardes234239,0.13363062095621217
1998_tardes104705,1998_tardes33853,0.2182178902359924
1998_tardes104705,1998_tardes33893,0.13363062095621217
1998_tardes104705,1998_tardes34402,0.14285714285714282
1998_tardes104705,1998_tardes34719,0.14285714285714282
1998_tardes104705,1998_tardes34898,0.1690308509457033
1998_tardes104705,1998_tardes35486,0.50709255283711
1998_tardes104705,1998_tardes35487,0.2182178902359924
1998_tardes104705,1998_tardes35511,0.1690308509457033
1998_tardes104705,1998_tardes35837,0.1690308509457033
1998_tardes104705,1998_tardes35993,0.1690308509457033
1998_tardes104705,1998_tardes36150,0.1690308509457033
1998_tardes104705,1998_tardes36360,0.1690308509457033
1998_tardes104705,1998_tardes36377,0.1889822365046136
1998_tardes104705,1998_tardes36549,0.1690308509457033
1998_tardes104705,1998_tardes36916,0.1889822365046136
1998_tardes104705,1998_tardes36924,0.1690308509457033
1998_tardes104705,1998_tardes37123,0.14285714285714282
1998_tardes104705,1998_tardes37167,0.2672612419124244
1998_tardes104705,1998_tardes37327,0.50709255283711
1998_tardes104705,1998_tardes37395,0.1543033499620919
1998_tardes104705,1998_tardes37458,0.1690308509457033
1998_tardes104705,1998_tardes37465,0.13363062095621217
1998_tardes104705,1998_tardes37563,0.1690308509457033
1998_tardes104705,1998_tardes37629,0.11396057645963795
1998_tardes104705,1998_tardes37822,0.2182178902359924
1998_tardes104705,1998_tardes37931,0.14285714285714282
1998_tardes104705,1998_tardes37962,0.2182178902359924
1998_tardes104705,1998_tardes38523,0.2182178902359924
1998_tardes104705,1998_tardes38566,0.1690308509457033
1998_tardes104705,1998_tardes39002,0.2182178902359924
1998_tardes104705,1998_tardes39391,0.1690308509457033
1998_tardes104705,1998_tardes39634,0.2182178902359924
1998_tardes104705,1998_tardes39762,0.1690308509457033
1998_tardes104705,1998_tardes39909,0.2182178902359924
1998_tardes104705,1998_tardes40312,0.1259881576697424
1998_tardes104705,1998_tardes40392,0.14285714285714282
1998_tardes104705,1998_tardes40414,0.11396057645963795
1998_tardes104705,1998_tardes41499,0.1259881576697424
1998_tardes104705,1998_tardes42557,0.2182178902359924
1998_tardes104705,1998_tardes44832,0.14285714285714282
1998_tardes104705,1998_tardes47886,0.2182178902359924
