source,target,similarity
1997_tardes103297,1997_tardes104017,0.11396057645963795
1997_tardes103297,1997_tardes139278,0.11396057645963795
1997_tardes103297,1997_tardes139939,0.11396057645963795
1997_tardes103297,1997_tardes140878,0.11396057645963795
1997_tardes103297,1997_tardes141420,0.10660035817780521
1997_tardes103297,1997_tardes142976,0.10050378152592121
1997_tardes103297,1997_tardes142981,0.13483997249264842
1997_tardes103297,1997_tardes145681,0.11396057645963795
1997_tardes103297,1997_tardes152714,0.13483997249264842
1997_tardes103297,1997_tardes32476,0.11396057645963795
1997_tardes103334,1997_tardes103558,0.1259881576697424
1997_tardes103334,1997_tardes103560,0.2182178902359924
1997_tardes103334,1997_tardes104017,0.14285714285714282
1997_tardes103334,1997_tardes104610,0.14285714285714282
1997_tardes103334,1997_tardes106924,0.1690308509457033
1997_tardes103334,1997_tardes107121,0.2182178902359924
1997_tardes103334,1997_tardes107123,0.2182178902359924
1997_tardes103334,1997_tardes108237,0.1690308509457033
1997_tardes103334,1997_tardes108238,0.2182178902359924
1997_tardes103334,1997_tardes108366,0.1690308509457033
1997_tardes103334,1997_tardes109027,0.28571428571428564
1997_tardes103334,1997_tardes109177,0.2182178902359924
1997_tardes103334,1997_tardes112475,0.2182178902359924
1997_tardes103334,1997_tardes112519,0.1259881576697424
1997_tardes103334,1997_tardes121940,0.1690308509457033
1997_tardes103334,1997_tardes134885,0.2182178902359924
1997_tardes103334,1997_tardes135327,0.13363062095621217
1997_tardes103334,1997_tardes135641,0.8451542547285165
1997_tardes103334,1997_tardes136284,0.1259881576697424
1997_tardes103334,1997_tardes136927,0.11952286093343936
1997_tardes103334,1997_tardes137115,0.1690308509457033
1997_tardes103334,1997_tardes137216,0.11396057645963795
1997_tardes103334,1997_tardes137602,0.1690308509457033
1997_tardes103334,1997_tardes137830,0.1690308509457033
1997_tardes103334,1997_tardes138317,0.11952286093343936
1997_tardes103334,1997_tardes138324,0.10482848367219183
1997_tardes103334,1997_tardes138360,0.11396057645963795
1997_tardes103334,1997_tardes138404,0.2182178902359924
1997_tardes103334,1997_tardes139100,0.1690308509457033
1997_tardes103334,1997_tardes139148,0.14285714285714282
1997_tardes103334,1997_tardes139245,0.14285714285714282
1997_tardes103334,1997_tardes139413,0.11952286093343936
1997_tardes103334,1997_tardes139523,0.2182178902359924
1997_tardes103334,1997_tardes139538,0.1690308509457033
1997_tardes103334,1997_tardes139583,0.14285714285714282
1997_tardes103334,1997_tardes139877,0.14285714285714282
1997_tardes103334,1997_tardes139939,0.14285714285714282
1997_tardes103334,1997_tardes139957,0.26726124191242434
1997_tardes103334,1997_tardes139990,0.14285714285714282
1997_tardes103334,1997_tardes140379,0.1690308509457033
1997_tardes103334,1997_tardes140390,0.14285714285714282
1997_tardes103334,1997_tardes140438,0.1259881576697424
1997_tardes103334,1997_tardes140458,0.14285714285714282
1997_tardes103334,1997_tardes140975,0.1690308509457033
1997_tardes103334,1997_tardes141192,0.1690308509457033
1997_tardes103334,1997_tardes141284,0.2182178902359924
